,date,ticker,return,mkt_rf,smb,hml,rmw,cma,rf,excess_return
849,2019-05-31,VLUE,-0.09601634822340865,-0.0692,-0.015600000000000001,-0.0245,-0.0048,0.0176,0.0021,-0.09811634822340866
850,2019-06-30,VLUE,0.0956981187796222,0.0699,0.0019,-0.0064,0.0045000000000000005,-0.0055000000000000005,0.0018,0.0938981187796222
851,2019-07-31,VLUE,0.01601160317275374,0.012199999999999999,-0.0182,0.005,-0.0013,0.0037,0.0019,0.01411160317275374
852,2019-08-31,VLUE,-0.04521724394842852,-0.0255,-0.0325,-0.04769999999999999,0.0053,-0.0062,0.0016,-0.04681724394842852
853,2019-09-30,VLUE,0.04854902793455462,0.014199999999999999,0.0029,0.0676,0.0182,0.0338,0.0018,0.04674902793455462
854,2019-10-31,VLUE,0.028400731038171312,0.0207,0.0025,-0.0192,0.0043,-0.0103,0.0015,0.02690073103817131
855,2019-11-30,VLUE,0.036980074411269825,0.0387,0.0039000000000000003,-0.02,-0.016399999999999998,-0.011399999999999999,0.0012,0.035780074411269826
856,2019-12-31,VLUE,0.0326635535667652,0.0276,0.009899999999999999,0.0173,0.0005,0.011899999999999999,0.0014000000000000002,0.031263553566765204
857,2020-01-31,VLUE,-0.03778019619781858,-0.0009,-0.0437,-0.0622,-0.011899999999999999,-0.0219,0.0013,-0.039080196197818586
858,2020-02-29,VLUE,-0.09636285193287819,-0.0815,0.0008,-0.0382,-0.0143,-0.0253,0.0012,-0.0975628519328782
859,2020-03-31,VLUE,-0.18320387832849183,-0.1335,-0.0818,-0.1383,-0.0161,0.011899999999999999,0.0012,-0.18440387832849184
860,2020-04-30,VLUE,0.11079371165236851,0.1358,0.025699999999999997,-0.0134,0.0276,-0.0102,0.0,0.11079371165236851
861,2020-05-31,VLUE,0.03458101768572375,0.0559,0.0192,-0.05,0.0096,-0.0316,0.0001,0.034481017685723744
862,2020-06-30,VLUE,0.00381672027407709,0.024399999999999998,0.0195,-0.0217,0.0014000000000000002,0.0055000000000000005,0.0001,0.00371672027407709
863,2020-07-31,VLUE,0.01051512936477228,0.0583,-0.0319,-0.0144,0.0038,0.0097,0.0001,0.01041512936477228
